index,hypothesis,system,mqm,sqm,gemba,domain,doc,source,reference
726,"He Lifeng pointed out that hosting this forum is an important measure to implement the consensus reached between President Xi Jinping and Prime Minister Fumio Kishida during their meeting in Bangkok, and to strengthen cooperation between China and Japan in green development.",refA,-1.0,77.0,0.0,news,chinanews.com.280933,何立峰指出，举办本届论坛是落实习近平主席和岸田文雄首相曼谷会晤共识、加强中日绿色发展合作的重要举措。,"He Lifeng pointed out that hosting this forum is an important measure to implement the consensus reached between President Xi Jinping and Prime Minister Fumio Kishida during their meeting in Bangkok, and to strengthen cooperation between China and Japan in green development."
727,"China will comprehensively implement the spirit of the 19th National Congress of the Communist Party of China, accelerate the green transformation of development models, intensify efforts in environmental pollution prevention and control, comprehensively strengthen resource conservation, actively and steadily advance carbon peaking and carbon neutrality, coordinate efforts in carbon reduction, pollution reduction, afforestation, and growth, and promote ecological priority, resource conservation and intensification, and green and low-carbon development.",refA,-5.1,77.5,-11.0,news,chinanews.com.280933,中国将全面贯彻落实中共二十大精神，加快发展方式绿色转型，深入推进环境污染防治，全面加强资源节约，积极稳妥推进碳达峰碳中和，协同推进降碳、减污、扩绿、增长，推进生态优先、节约集约、绿色低碳发展。,"China will comprehensively implement the spirit of the 19th National Congress of the Communist Party of China, accelerate the green transformation of development models, intensify efforts in environmental pollution prevention and control, comprehensively strengthen resource conservation, actively and steadily advance carbon peaking and carbon neutrality, coordinate efforts in carbon reduction, pollution reduction, afforestation, and growth, and promote ecological priority, resource conservation and intensification, and green and low-carbon development."
728,"China is willing to work with Japan to further deepen cooperation in green and low-carbon industries, technology, policy dialogue, and cultural exchanges, and continuously advance bilateral cooperation in green development to a new level.",refA,-2.0,78.0,0.0,news,chinanews.com.280933,中国愿同日方一道，继续深化绿色低碳产业合作、技术合作、政策对话和人文交流，推动两国绿色发展合作不断迈上新台阶。,"China is willing to work with Japan to further deepen cooperation in green and low-carbon industries, technology, policy dialogue, and cultural exchanges, and continuously advance bilateral cooperation in green development to a new level."
729,"Japanese Minister of Economy, Trade, and Industry, Yasunori Nishimura, attended the main forum and delivered a keynote speech.",refA,-0.0,76.0,0.0,news,chinanews.com.280933,日本经济产业大臣西村康稔出席主论坛并发表主旨演讲。,"Japanese Minister of Economy, Trade, and Industry, Yasunori Nishimura, attended the main forum and delivered a keynote speech."
730,"The forum was co-organized by China's National Development and Reform Commission, Ministry of Commerce, Japan's Ministry of Economy, Trade and Industry, and Japan-China Economic Association, and included the main forum and four sub-forums on energy efficiency improvement, intelligent vehicle electrification, hydrogen energy, and long-term trade between China and Japan.",refA,-4.0,77.0,0.0,news,chinanews.com.280933,论坛由中国国家发展改革委、商务部与日本经济产业省、日中经济协会共同举办，包括主论坛和能效提高、汽车电动化智能化、氢能、中日长期贸易4个分论坛。,"The forum was co-organized by China's National Development and Reform Commission, Ministry of Commerce, Japan's Ministry of Economy, Trade and Industry, and Japan-China Economic Association, and included the main forum and four sub-forums on energy efficiency improvement, intelligent vehicle electrification, hydrogen energy, and long-term trade between China and Japan."
731,"Representatives from the governments, businesses, and institutions of both China and Japan engaged in exchanges and discussions during the forum.",refA,-1.0,79.0,-1.0,news,chinanews.com.280933,来自中日两国政府、企业、机构的代表进行了交流。,"Representatives from the governments, businesses, and institutions of both China and Japan engaged in exchanges and discussions during the forum."
732,The Chinese rescue team continues to carry out rescue operations in Turkey and has rescued 4 trapped people,refA,-2.1,67.0,0.0,news,chinanews.com.280939,中国救援队在土耳其持续开展救援行动 已营救4名被困人员-中新网,The Chinese rescue team continues to carry out rescue operations in Turkey and has rescued 4 trapped people
733,"According to the website of the Ministry of Emergency Management, on February 10th, three task forces and 45 rescue team members from the Chinese rescue teams deployed in Turkey successfully rescued one trapped individual.",refA,-14.0,67.0,-5.0,news,chinanews.com.280939,中新网2月11日电 据应急管理部网站11日消息，2月10日，正在土耳其搜救的中国救援队派出3个行动分队、45名救援队员，营救出1名被困人员。,"According to the website of the Ministry of Emergency Management, on February 10th, three task forces and 45 rescue team members from the Chinese rescue teams deployed in Turkey successfully rescued one trapped individual."
734,"At the same time, two search and assessment teams were dispatched to conduct an assessment and investigation of 15 buildings on Vodabash Street.",refA,-2.0,84.0,0.0,news,chinanews.com.280939,同时派出2个搜索评估组，对沃达巴什大街15栋建筑进行评估排查。,"At the same time, two search and assessment teams were dispatched to conduct an assessment and investigation of 15 buildings on Vodabash Street."
735,"So far, four trapped people have been rescued, five victims have been searched for, and vital signs and risk assessments have been conducted on 25 buildings that collapsed severely.",refA,-0.0,49.0,-25.0,news,chinanews.com.280939,截至目前，共营救4名被困人员，搜寻出5名遇难者，对25栋倒塌严重的建筑进行生命迹象和风险评估。,"So far, four trapped people have been rescued, five victims have been searched for, and vital signs and risk assessments have been conducted on 25 buildings that collapsed severely."
