id,source,reference,target,error_span,category,severity,type,source_lang,target_lang
362,"本文件代替GB 18030 一2005 信息技术”中文编码字符集与GB 18030 一2005 相比,除结构调整和编辑性改动外,主要扩术变化如下:","This record upgrades the Chinese coded character set for ""Data Innovation"" in GB 18030-2005, with the special case of auxiliary adjustments and publication modifications, the vital specialized changes from GB 18030-2005 are as takes after:","This document replaces GB 18030-2005 ""Information Technology - Chinese Encoding Character Set"". Compared <v> with GB 18030-2005, besides structural adjustments and </v> editorial changes, the main technical changes are as follows:"," with GB 18030-2005, besides structural adjustments and ",no-error,no-error,gp,Chinese,English
363,美国军方周五（2月10日）下午再次动用美国最先进的隐身喷气战机F-22击落了一个在美国阿拉斯加上空飞行的尚未确定身份的物体。,On Friday afternoon (February 10) the US military once more brought down an unidentified flying object over Alaska using the F-22 its most sophisticated stealth fighter plane.,"The US military once again used its most advanced stealth fighter <v> jet, the F-22, to shoot down an </v> unidentified object flying over Alaska, US, on Friday afternoon (February 10)."," jet, the F-22, to shoot down an ",no-error,no-error,gp,Chinese,English
364,瓶子外包装上还有一层塑料膜像图片上描述的一样，快递也很快，拍下第二天就来了。,"There is still a coating of plastic film on the bottle's outside packing, as shown in the photograph, and the express shipping is also very swift, arriving the next day after I took the photo.","The bottle's outer packaging also has a layer of plastic film as described in the picture, and the delivery was <v> very fast, arriving the day after the </v> order was placed."," very fast, arriving the day after the ",no-error,no-error,gp,Chinese,English
365,客服在我要求下当场联系了卖家，并告知我卖家不熟悉系统，要等熟悉系统后再操作取消订单。,"At my request, customer support contacted the seller on the spot and informed me that the seller is unfamiliar with the system and will cancel the order once he becomes acquainted with it.",The customer service contacted the seller <v> on my request and informed me that </v> the seller was not familiar with the system and would cancel the order after getting familiar with it., on my request and informed me that ,no-error,no-error,gp,Chinese,English
366,在其中多数法域，大麻使用自合法化以来有所增多，尽管在其他未将非医疗使用大麻合法化的法域也观察到了同样的趋势。,"The larger part of these locales have seen a rise in cannabis utilize since legalization, be that as it may, other purviews without such enactment have moreover seen this design.","In most of those jurisdictions, cannabis use had increased since legalization, although a <v> similar trend had been observed in other </v> jurisdictions where non-medical use of cannabis had not been legalized.", similar trend had been observed in other ,no-error,no-error,gp,Chinese,English
367,优点2：电机和刀片都是PANASONIC保证的，使用起来也还OK，但是和我期望有差距。,"Benefit 2: PANASONIC guarantees the motor and blade, and it is safe to use, however, it falls short of my expectations.","Advantage 2: Both the motor and blades are guaranteed by PANASONIC, and they are okay to <v> use, but there is a gap between </v> the actual performance and my expectations."," use, but there is a gap between ",no-error,no-error,gp,Chinese,English
368,”美国官员说，他们已向30多个国家的政府通报了上述气球事件的情况，国际协调对于应对中国威胁至关重要。,U.S officials said they have informed the governments of more than 30 countries about the above balloon incident and that international coordination is essential to address the Chinese threat.,"US officials said <v> they have informed the governments of more </v> than 30 countries about the balloon incident, and international coordination is critical to dealing with the Chinese threat.", they have informed the governments of more ,no-error,no-error,gp,Chinese,English
369,研究制定深圳5G网络服务质量规范标准，开展5G网络测试评估，提升5G网络服务质量。,"Conduct 5G organize testing and appraisal, create Shenzhen 5G arrange benefit quality standards and benchmarks, and improve 5G arrange benefit quality.","Research and develop the quality standard specifications for 5G network services in Shenzhen, carry out 5G network testing and evaluation, <v> and improve the quality of 5G network </v> services.", and improve the quality of 5G network ,no-error,no-error,gp,Chinese,English
370,"解释了很多销售理论是什么、为什么,但在怎么办方面却很薄弱,只是指出了方向但是没有给出具体的做法。","It provides an explanation of what and why numerous sales philosophies exist, However, it is lacking in practical advice, it does not offer any concrete solutions; it only indicates the direction.","It explains what and why many sales theories are, but it is weak <v> in how to do it. It just </v> points out the direction but does not give specific methods.", in how to do it. It just ,no-error,no-error,gp,Chinese,English
371,不知道是不是为了举例而编纂的故事，如果举一些作者亲历的案例会更有信服力。,"I'm not sure if it's fiction compiled for the sake of illustration, but it would be more believable if certain cases experienced by the author were provided.","I don't know if it is <v> a story compiled for the sake of </v> example, but it will be more convincing if some cases experienced by the author are given.", a story compiled for the sake of ,no-error,no-error,gp,Chinese,English
372,伊朗伊斯兰共和国周六举行官方集会纪念伊朗革命44 周年，但反政府黑客短暂打断了总统易卜拉欣·莱西的电视讲话。,"The Islamic Republic of Iran held an official rally Saturday to mark the 44th anniversary of the Iranian Revolution, but anti-government hackers briefly interrupted President Ibrahim Raisi's televised address.","The Islamic Republic of <v> Iran held an official rally on Saturday </v> to commemorate the 44th anniversary of the Iranian Revolution, but anti-government hackers briefly interrupted President Ebrahim Raisi's televised speech.", Iran held an official rally on Saturday ,no-error,no-error,gp,Chinese,English
