id,source,reference,target,error_span,category,severity,source_lang,target_lang
435,而且它的在线输入好了目的地，搜索之后自动设计出路线，离开wifi出发以后，它自动离线导航的功能很实用，不用跑流量，它直接跟卫星对话来实现定位及导航，非常好！,"Additionally, it has entered the destination online and, after searching, creates the route automatically, after disconnecting from the Wi-Fi, its automated offline navigation feature is very helpful since it instantly communicates with the satellite to achieve positioning and navigation without having to navigate through traffic, which is excellent!‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","And its online input of the destination, after the search automatically design the route, after leaving the wifi, its automatic offline navigation function is very practical, it does not <v>run traffic</v>, it directly talks to the satellite to achieve positioning and navigation, it is very good!",run traffic,Accuracy/Mistranslation,Major,Chinese,English
436,不过因为我的Z2下放了，所以这台手机也完成了使命。,"But as my Z2 is decentralized, this phone's task has also been accomplished.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","However, since the Z2 was <v>released</v>, the mobile phone was able to complete its mission.",released,Accuracy/Mistranslation,Major,Chinese,English
437,不过因为我的Z2下放了，所以这台手机也完成了使命。,"But as my Z2 is decentralized, this phone's task has also been accomplished.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","However, since the Z2 was released, the mobile phone <v>was able to complete its mission</v>.",was able to complete its mission,Accuracy/Mistranslation,Major,Chinese,English
438,码位范围码位数字符数,Code digit count and range‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,<v>Code position</v> range and number of characters.‏,Code position,Accuracy/Mistranslation,Major,Chinese,English
439,码位范围码位数字符数,Code digit count and range‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,Code position range <v>and number of characters</v>.‏,and number of characters,Accuracy/Mistranslation,Major,Chinese,English
440,健身俱乐部会员维权风波背后，是行业信任危机的深层次问题。,The crisis of industry trust is the root cause of the controversy surrounding the protection of fitness club members' rights.,"Behind the <v>controversy</v> over gym club membership rights, there is a deeper issue of trust crisis in the industry.",controversy,Accuracy/Mistranslation,Major,Chinese,English
441,健身俱乐部会员维权风波背后，是行业信任危机的深层次问题。,The crisis of industry trust is the root cause of the controversy surrounding the protection of fitness club members' rights.,"Behind the controversy over gym club membership rights, there is a <v>deeper</v> issue of trust crisis in the industry.",deeper,Accuracy/Mistranslation,Major,Chinese,English
442,新华社北京2月11日电题：推进中国式现代化是一个系统工程——四论深刻领会习近平总书记在学习贯彻党的二十大精神研讨班开班式重要讲话,"Xinhua News Agency, Beijing, February 11 News: Title - Promoting Chinese-style Modernization as a Comprehensive Project: Four Insights into General Secretary Xi Jinping's Important Speech at the Opening Ceremony of the Study Session on Learning and Implementing the Spirit of the 20th Party Congress","Xinhua News Agency, Beijing, February 11th - Title: Promoting Chinese-style modernization is a systematic project - the <v>fourth</v> discussion on deeply understanding General Secretary Xi Jinping's important speech at the opening ceremony of the study and implementation of the spirit of the 20th Party Congress seminar.",fourth,Accuracy/Mistranslation,Major,Chinese,English
443,新华社北京2月11日电题：推进中国式现代化是一个系统工程——四论深刻领会习近平总书记在学习贯彻党的二十大精神研讨班开班式重要讲话,"Xinhua News Agency, Beijing, February 11 News: Title - Promoting Chinese-style Modernization as a Comprehensive Project: Four Insights into General Secretary Xi Jinping's Important Speech at the Opening Ceremony of the Study Session on Learning and Implementing the Spirit of the 20th Party Congress","Xinhua News Agency, Beijing, February 11th - Title: Promoting Chinese-style modernization is a systematic project - the fourth discussion on deeply understanding General Secretary Xi Jinping's important speech at the opening ceremony of the study and implementation of the spirit of the <v>20th Party Congress</v> seminar.",20th Party Congress,Accuracy/Mistranslation,Major,Chinese,English
444,他表示，要深入学习贯彻习近平总书记在研讨班开班式上的重要讲话精神，更加坚定拥护“两个确立”、坚决做到“两个维护”，增强本领、真抓实干，扎实推进中国式现代化各项工作，在全面建设社会主义现代化国家、全面推进中华民族伟大复兴中创造经得起历史、实践和人民检验的业绩。,"""He said that we should study and implement the spirit of General Secretary Xi Jinping's important speech at the opening ceremony of the seminar, more firmly support the """"two establishments"""", resolutely achieve the """"two maintenance"""", enhance the skills, real work, and solidly promote the work of Chinese modernization, in the comprehensive construction of a modern socialist country, the comprehensive promotion of the great rejuvenation of the Chinese nation to create a performance that can withstand the test of history, practice and the people.""","He stated that it is necessary to deeply study and implement the spirit of General Secretary Xi Jinping's important speech at the opening ceremony of the seminar, to further affirm the ""<v>two establishments</v>"", to resolutely achieve the ""two maintenances"", to enhance capabilities, to work hard, to solidly promote the various tasks of modernization in the Chinese style, and to create achievements that can withstand the tests of history, practice, and the people in the comprehensive construction of a modern socialist country and the comprehensive promotion of the great rejuvenation of the Chinese nation.",two establishments,Accuracy/Mistranslation,Major,Chinese,English
445,他表示，要深入学习贯彻习近平总书记在研讨班开班式上的重要讲话精神，更加坚定拥护“两个确立”、坚决做到“两个维护”，增强本领、真抓实干，扎实推进中国式现代化各项工作，在全面建设社会主义现代化国家、全面推进中华民族伟大复兴中创造经得起历史、实践和人民检验的业绩。,"""He said that we should study and implement the spirit of General Secretary Xi Jinping's important speech at the opening ceremony of the seminar, more firmly support the """"two establishments"""", resolutely achieve the """"two maintenance"""", enhance the skills, real work, and solidly promote the work of Chinese modernization, in the comprehensive construction of a modern socialist country, the comprehensive promotion of the great rejuvenation of the Chinese nation to create a performance that can withstand the test of history, practice and the people.""","He stated that it is necessary to deeply study and implement the spirit of General Secretary Xi Jinping's important speech at the opening ceremony of the seminar, to further affirm the ""two establishments"", to resolutely achieve the ""<v>two maintenances</v>"", to enhance capabilities, to work hard, to solidly promote the various tasks of modernization in the Chinese style, and to create achievements that can withstand the tests of history, practice, and the people in the comprehensive construction of a modern socialist country and the comprehensive promotion of the great rejuvenation of the Chinese nation.",two maintenances,Accuracy/Mistranslation,Major,Chinese,English
