id,source,reference,target,error_span,category,severity
824,"如果需要完整和最新的文档, 请查阅Info 文件'gee' 或Using and Porting GNU CC (for version 2.0) (ft&/HAIZE#H GNU CC 2.0) 手册.二者均来自Texinfo 原文件gee. texinfo.","See the Information record ""gee"" or the Utilizing and Porting GNU CC (for adaptation 2.0) (ft&/HAIZE#H GNU CC 2.0) manual for the foremost later and comprehensive documentation. Both are taken from the gee.texinfo unique Texinfo record.","For complete and up-to-date documentation, please consult the Info file 'gee' or the Using and Porting GNU CC (for version 2.0) (ft & / HAIZE #<v> </v>H GNU CC 2.0) manual, both from the original Texinfo file gee.texinfo.", ,addition,minor
825,（德国之声中文网）拜登政府本周五（2月10日）将6个与疑似参与间谍气球计划的中国实体列入黑名单。,(Deutsche Welle Chinese website) The Biden administration on Friday (February 10) blacklisted six Chinese entities suspected of being involved in the spy balloon program.,The Biden administration blacklisted six Chinese entities suspected of involvement in the spy balloon program on Friday (<v> </v>February 10) ., ,addition,minor
826,输出参数: 5V 一150mA,Output parameters: 5V to 150mA,Output parameters: 5V-150mA<v>.</v>,.,addition,minor
827,第一次亚马逊用的合作的天天烂快递，第一次送货没在家，后来主动和快递员约了两次送货时间，那个快递员都不送，后来直接给我退货了，这个该死的快递员一点诚信也没有，强烈建议不要再用那个天天烂快递了。,"Amazon had never before used the friendly Tiantianbai Express, the initial delivery wasn't to a residence, I later decided to take the initiative and schedule two delivery times with the courier, The package was returned to me immediately after the courier declined to deliver it, It is strongly advised not to utilize the courier any longer because they have no integrity at all.","The first time Amazon used the cooperation of bad delivery every day, the first delivery was not at home, and then took the initiative to make an appointment with the courier for two delivery times, the courier did not deliver, and then directly returned to me, this damn courier has no integrity, strongly recommend not to use that bad delivery every day. <v>It is strongly recommended not to use that bad delivery every day again.</v>",It is strongly recommended not to use that bad delivery every day again.,addition,minor
828,2023春节后第一周海归人才供需走势图源：《2022中国海归就业调查报告》,"Within the to begin with week taking after the Spring Celebration in 2023, supply and request designs for nonnatives returning ""2022 Chinese Returnee Business Overview Report"" is the source","Supply and demand trend of overseas returnees in the first week after the Spring Festival in 2023 Source: <v>""</v>2022 Chinese Returnee Employment Survey Report""","""",addition,minor
829,2022年回国求职应届留学生留学国前10 图源：《2022中国海归就业调查报告》,"The best 10 universal understudies seeking out for work in China in 2022, concurring to the ""2022 Chinese Returnee Business Study Report""","Top 10 Overseas Students Returning to China for Job Search in 2022 Source 2022 China Returnee Employment Survey Report<v>""</v>","""",addition,minor
830,个别健身机构的部分门店出现经营问题，暂时关闭，消费者本可心平气和等待问题解决，为何不少会员的第一反应是“大事不妙”？,"Fitness stores in financial trouble are closed for now, customers can be patient, ""Why is 'not good' common among members' responses?""","When some of the stores of individual fitness facilities have run into operational problems and are temporarily closed, and consumers can sit back and wait for the problem to be solved, why do so many members ""first reaction is"" something bad. <v>""</v>","""",addition,minor
831,继上月邀请香港旅游业界领袖来澳交流考察及香港网红亲身体验澳门“旅游+”，这次再度组织香港旅游业界及传媒代表来澳考察，加大市场推广力度，吸引香港旅客来澳留宿消费，两地业界更洽商携手拓展港澳“联线同游”市场，共拓内地以至海外市场，促进两地旅游业复苏。,"Following last month's invitation to Hong Kong tourism industry leaders to Macau for exchanges and visits and Hong Kong netizens to experience Macau's ""tourism +"", this time again organized by the Hong Kong tourism industry and media representatives to visit Macau, increase marketing efforts to attract Hong Kong tourists to stay and spend in Macau, the two industries to discuss the development of Hong Kong and Macao ""joint tour"" market, to expand the mainland and overseas markets, to promote the recovery of tourism in both places.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","After inviting Hong Kong tourism industry leaders to visit Australia last month and Hong Kong netizens to experience Macau + <v>Macau</v> tourism firsthand, this year, Hong Kong tourism industry and media representatives are organizing a trip to Australia to increase marketing efforts and attract Hong Kong travellers to stay in Australia and invest, and the industry is negotiating to expand the port-to-port connections between Hong Kong and Macau and the tourism market, expanding the domestic market to overseas markets.‏‏‏‏‏‏",Macau,addition,minor
832,用后感受,Feelings following use,Post-use experience<v>.</v>,.,addition,minor
833,总是遗忘“小金库”？,"Always forgetting about the ""small treasury""?","Always forget the ""small treasury"" <v>or something</v>?",or something,addition,minor
